alpha_m,ax_racetraj_mps2,delta_s,kappa_racetraj_radpm,psi_racetraj_rad,s_racetraj_m,vx_racetraj_mps,width_left_m,width_right_m,x_bound_l,x_bound_r,x_normvec_m,x_raceline,x_ref_m,y_bound_l,y_bound_r,y_normvec_m,y_raceline,y_ref_m
0.179194,-3.61414,3.02422,0.0226335,1.83517,688.43,20.668,9.28378,2.49287,-24.1661,-27.2469,-0.2616,-26.6416,-26.5947,-219.741,-208.375,0.965176,-210.608,-210.781
0.118354,-3.55123,3.02149,0.0249515,1.93103,691.454,19.9621,8.94453,2.84622,-26.6294,-30.3868,-0.318676,-29.5175,-29.4798,-220.131,-208.955,0.947864,-211.541,-211.653
0.0271441,-3.59662,3.00728,0.0257352,1.98168,694.476,19.6032,8.47284,3.32821,-29.0488,-33.5808,-0.384029,-32.3131,-32.3027,-220.534,-209.637,0.923321,-212.685,-212.71
-0.0727982,-3.85909,2.98999,0.0271202,2.08735,697.483,18.8429,7.85743,3.92693,-31.4385,-36.8268,-0.457248,-34.998,-35.0312,-220.962,-210.481,0.889339,-214.038,-213.974
-0.155848,-3.94098,2.98146,0.0280671,2.14254,700.473,18.4288,7.07716,4.68817,-33.8316,-40.1519,-0.5372,-37.5497,-37.6334,-221.433,-211.509,0.843455,-215.595,-215.464
-0.2,-3.09396,2.99263,0.0313208,2.26041,703.455,17.5646,6.19001,5.59764,-36.2267,-43.5591,-0.622036,-39.9527,-40.0772,-222.048,-212.819,0.782988,-217.358,-217.202
-0.197837,-2.50734,3.00034,0.0351387,2.32681,706.447,17.2088,5.22885,6.60586,-38.6402,-46.989,-0.705458,-42.1893,-42.3289,-222.911,-214.523,0.708751,-219.345,-219.205
-0.179797,-1.5266,2.98902,0.0416643,2.48087,709.448,16.6894,4.25037,7.57358,-41.0179,-50.2701,-0.782497,-44.2031,-44.3438,-224.101,-216.739,0.622654,-221.567,-221.455
-0.173584,-1.11812,2.96359,0.0439501,2.56637,712.437,16.5055,3.32847,8.41854,-43.2336,-53.2498,-0.852664,-45.9236,-46.0716,-225.657,-219.519,0.52246,-224.008,-223.918
-0.184018,-0.491394,2.93466,0.0484114,2.75141,715.4,16.2894,2.57735,9.12983,-45.1057,-55.8086,-0.914221,-47.2937,-47.462,-227.603,-222.859,0.405216,-226.634,-226.559
-0.2,-0.12701,2.92082,0.0493913,2.8492,718.335,16.2289,2.07637,9.62716,-46.4637,-57.7407,-0.963553,-48.2717,-48.4644,-229.9,-226.769,0.267516,-229.398,-229.344
-0.2,0,2.92763,0.0513561,3.05209,721.256,16.2133,1.84178,9.80169,-47.2047,-58.7666,-0.992993,-48.835,-49.0336,-232.455,-231.079,0.118173,-232.261,-232.237
-0.2,0.368669,2.94124,0.0499536,-3.12989,724.183,16.2133,1.91161,9.71672,-47.2549,-58.8788,-0.999622,-48.9658,-49.1658,-235.136,-235.456,-0.0275,-235.183,-235.189
-0.2,3.27429,2.96817,0.0376497,-2.95327,727.125,16.4803,2.39025,9.44085,-46.52,-58.1889,-0.98629,-48.6803,-48.8775,-237.747,-239.699,-0.165023,-238.108,-238.141
-0.168081,4.65671,3.011,0.0310622,-2.88451,730.093,16.8729,3.36244,8.87674,-44.9754,-56.7418,-0.961369,-48.0464,-48.208,-240.127,-243.496,-0.275263,-241.007,-241.053
-0.120105,5.00079,3.03787,0.0108636,-2.80041,733.104,17.9842,4.70522,8.02216,-42.8449,-54.7947,-0.938902,-47.1499,-47.2627,-242.302,-246.683,-0.344185,-243.881,-243.922
-0.0443761,3.84785,3.03451,0.0009706,-2.78861,736.142,18.5319,6.18299,6.89825,-40.4271,-52.556,-0.927198,-46.1188,-46.16,-244.439,-249.339,-0.374571,-246.738,-246.755
0.062277,-7.19194,2.99944,-0.0149431,-2.81797,739.176,18.0057,7.54911,5.57431,-37.9935,-50.2283,-0.932292,-45.0895,-45.0315,-246.839,-251.586,-0.361706,-249.593,-249.57
0.160744,-4.80176,2.95428,-0.0213512,-2.85415,742.176,17.1884,8.6973,4.2173,-35.726,-48.0486,-0.954159,-44.178,-44.0246,-249.799,-253.664,-0.2993,-252.45,-252.402
0.2,-0.569235,2.92456,-0.041416,-2.97992,745.13,16.3208,9.4938,3.03153,-33.9691,-46.257,-0.981044,-43.4791,-43.2829,-253.441,-255.868,-0.193787,-255.319,-255.28
0.2,-0.556541,2.9329,-0.0489628,-3.07032,748.054,16.251,9.87505,2.25056,-33.0471,-45.154,-0.998456,-43.1066,-42.9069,-257.658,-258.332,-0.0555494,-258.218,-258.207
0.168785,-0.0228763,2.98125,-0.0492029,3.01661,750.987,16.1087,10.1497,1.86544,-32.878,-44.8303,-0.994766,-43.1425,-42.9746,-262.202,-260.975,0.102183,-261.148,-261.165
0.101724,-0.0043652,3.02173,-0.051955,2.91539,753.969,16.1059,10.0536,1.92357,-33.7835,-45.3735,-0.96767,-43.6106,-43.5121,-266.651,-263.63,0.252219,-264.09,-264.115
0.058756,0,3.034,-0.0520467,2.70682,756.99,16.1054,9.6009,2.46216,-35.6265,-46.7544,-0.922474,-44.5373,-44.4831,-270.692,-266.035,0.386059,-266.962,-266.985
0.0723735,0.0528488,3.01361,-0.0518429,2.60321,760.024,16.1054,8.69589,3.40568,-38.3629,-48.7784,-0.860675,-45.9095,-45.8472,-274.129,-267.968,0.509154,-269.665,-269.702
0.136128,1.151,2.96428,-0.0471472,2.40363,763.038,16.1841,7.55772,4.45541,-41.6611,-51.0444,-0.781084,-47.6707,-47.5643,-276.911,-269.41,0.624426,-272.107,-272.192
0.2,2.17821,2.92012,-0.0424789,2.31421,766.002,16.3257,6.61695,5.31748,-45.0916,-53.2126,-0.680468,-49.7303,-49.5942,-279.231,-270.486,0.732778,-274.235,-274.382
0.195125,3.14755,2.92787,-0.0362209,2.15717,768.922,16.906,5.96661,5.9174,-48.5033,-55.2586,-0.56844,-52.0059,-51.8949,-281.132,-271.355,0.822724,-276.063,-276.223
0.120413,3.40242,2.96415,-0.0338389,2.08698,771.85,17.2743,5.52659,6.32729,-51.8616,-57.3477,-0.462809,-54.4751,-54.4193,-282.64,-272.132,0.886458,-277.634,-277.741
0.0066341,3.37865,3.0008,-0.0324394,2.02091,774.814,17.6638,5.22543,6.61041,-55.1889,-59.5612,-0.369408,-57.1217,-57.1192,-283.828,-272.829,0.929268,-278.966,-278.972
-0.103974,3.66095,3.01921,-0.0289824,1.89776,777.815,18.4251,5.01715,6.81922,-58.487,-61.9302,-0.290894,-59.9163,-59.9465,-284.757,-273.433,0.956755,-280.056,-279.957
-0.177396,4.89565,3.01303,-0.0232137,1.79219,780.834,19.2525,4.87527,6.99291,-61.7408,-64.4481,-0.228118,-62.8125,-62.8529,-285.48,-273.925,0.973634,-280.906,-280.734
-0.2,4.91228,3.00248,-0.0187966,1.75022,783.847,19.7544,4.78827,7.14753,-64.9507,-67.0518,-0.176031,-65.7584,-65.7936,-286.053,-274.303,0.984385,-281.536,-281.339
-0.2,4.9,2.99763,-0.0152203,1.68302,786.85,20.7238,4.73719,7.27691,-68.1456,-69.682,-0.127884,-68.7258,-68.7514,-286.492,-274.576,0.991789,-281.992,-281.793
-0.197537,4.9,2.99717,-0.0142751,1.65354,789.847,21.1913,4.66663,7.3601,-71.3363,-72.3334,-0.0829121,-71.7068,-71.7232,-286.758,-274.773,0.996557,-282.304,-282.107
-0.196463,4.9,2.99976,-0.0125678,1.59991,792.845,22.0967,4.56719,7.41587,-74.516,-75.0152,-0.0416525,-74.6981,-74.7063,-286.856,-274.883,0.999132,-282.489,-282.293
-0.196911,4.9,3.004,-0.0117638,1.57558,795.844,22.5357,4.46777,7.48031,-77.6791,-77.729,-0.0041818,-77.6969,-77.6977,-286.828,-274.88,0.999991,-282.557,-282.36
-0.198127,4.9,3.00866,-0.0101655,1.53172,798.848,23.3891,4.35445,7.5494,-80.8228,-80.4726,0.029426,-80.7005,-80.6947,-286.674,-274.775,0.999567,-282.519,-282.321
-0.199234,4.9,3.01263,-0.0093587,1.5122,801.857,23.8043,4.27627,7.63168,-83.9475,-83.2426,0.059188,-83.7061,-83.6943,-286.456,-274.569,0.998247,-282.386,-282.187
-0.199748,4.86936,3.015,-0.0076588,1.47814,804.87,24.6129,4.1982,7.71116,-87.0513,-86.0372,0.0851469,-86.7108,-86.6938,-286.152,-274.286,0.996368,-282.168,-281.969
-0.199862,4.84973,3.01494,-0.0067697,1.46371,807.885,25.0053,4.13267,7.77698,-90.1341,-88.8548,0.107414,-89.7117,-89.6902,-285.787,-273.947,0.994214,-281.877,-281.679
-0.2,4.81161,3.01197,-0.0058174,1.43899,810.9,25.7678,4.07545,7.84839,-93.1939,-91.6922,0.125944,-92.7059,-92.6807,-285.369,-273.54,0.992037,-281.525,-281.326
-0.19712,4.79307,3.00764,-0.0058158,1.42737,813.912,26.1385,4.00799,7.90455,-96.2291,-94.5448,0.141391,-95.6903,-95.6624,-284.891,-273.098,0.989954,-281.119,-280.924
-0.186734,4.75698,3.00392,-0.0053591,1.40507,816.919,26.8605,3.91454,7.94914,-99.2432,-97.3966,0.155649,-98.663,-98.6339,-284.344,-272.625,0.987812,-280.662,-280.477
-0.170129,4.73939,3.00071,-0.005204,1.39451,819.923,27.2123,3.8499,7.97873,-102.248,-100.242,0.169612,-101.624,-101.595,-283.783,-272.126,0.985511,-280.157,-279.989
-0.148567,4.70506,2.99801,-0.0048636,1.37438,822.924,27.8988,3.81975,7.99788,-105.246,-103.082,0.183119,-104.574,-104.547,-283.215,-271.597,0.983091,-279.606,-279.46
-0.123176,4.6883,2.99579,-0.0047022,1.36482,825.922,28.234,3.78838,8.01877,-108.232,-105.915,0.196206,-107.512,-107.488,-282.606,-271.029,0.980563,-279.013,-278.892
-0.0949728,4.65553,2.99402,-0.0043885,1.34664,828.918,28.8893,3.74016,8.06182,-111.202,-108.737,0.208858,-110.44,-110.42,-281.943,-270.401,0.977946,-278.378,-278.285
-0.0648756,4.63951,2.99265,-0.0042351,1.33802,831.912,29.2098,3.64267,8.13002,-114.149,-111.546,0.221073,-113.358,-113.343,-281.194,-269.713,0.975257,-277.705,-277.642
-0.0337238,4.60814,2.99165,-0.0039368,1.32168,834.904,29.8372,3.5249,8.22661,-117.078,-114.342,0.23285,-116.265,-116.257,-280.391,-268.962,0.972513,-276.995,-276.963
-0.0022898,4.59278,2.99099,-0.0037898,1.31396,837.896,30.1444,3.36806,8.36441,-119.984,-117.119,0.244187,-119.163,-119.162,-279.515,-268.138,0.969728,-276.251,-276.249
0.0287081,4.56267,2.99062,-0.0035017,1.29938,840.887,30.7467,3.19351,8.52049,-122.873,-119.885,0.255083,-122.051,-122.058,-278.59,-267.264,0.966919,-275.474,-275.502
0.0585942,4.5479,2.99053,-0.003359,1.29252,843.878,31.042,3.00692,8.70596,-125.744,-122.634,0.265541,-124.93,-124.946,-277.623,-266.33,0.9641,-274.667,-274.724
0.0867256,4.51892,2.99067,-0.0030771,1.27965,846.868,31.6215,2.8217,8.8917,-128.603,-125.375,0.275559,-127.802,-127.826,-276.627,-265.367,0.961284,-273.831,-273.914
0.112483,4.5047,2.99101,-0.0029368,1.27364,849.859,31.906,2.65772,9.08418,-131.455,-128.107,0.285141,-130.665,-130.697,-275.623,-264.368,0.958485,-272.968,-273.075
0.135263,4.5,2.99151,-0.0026579,1.26245,852.85,32.4654,2.50017,9.26244,-134.297,-130.835,0.294289,-133.521,-133.561,-274.598,-263.356,0.955716,-272.079,-272.208
0.154473,4.5,2.99214,-0.0025187,1.25728,855.841,32.7414,2.35393,9.43221,-137.13,-133.559,0.303005,-136.37,-136.417,-273.558,-262.326,0.952989,-271.167,-271.315
0.169521,4.5,2.99288,-0.0022404,1.24776,858.833,33.2865,2.22218,9.5829,-139.958,-136.283,0.311292,-139.213,-139.266,-272.507,-261.288,0.950314,-270.234,-270.395
0.179817,4.5,2.99369,-0.0021012,1.24342,861.826,33.5557,2.09858,9.72022,-142.777,-139.005,0.319154,-142.05,-142.107,-271.44,-260.239,0.947703,-269.281,-269.451
0.184763,4.5,2.99454,-0.0018219,1.23558,864.82,34.0878,1.99843,9.84189,-145.595,-141.728,0.326594,-144.882,-144.942,-270.373,-259.182,0.945165,-268.309,-268.484
0.183755,4.5,2.9954,-0.0016814,1.23207,867.815,34.3508,1.91467,9.92563,-148.409,-144.459,0.333617,-147.709,-147.77,-269.3,-258.138,0.942709,-267.322,-267.495
0.176178,4.5,2.99625,-0.0013995,1.22591,870.81,34.8707,1.85697,9.98012,-151.223,-147.196,0.340222,-150.531,-150.591,-268.231,-257.1,0.940345,-266.319,-266.485
0.161405,4.5,2.99708,-0.0012499,1.22326,873.806,35.1278,1.8182,10.007,-154.036,-149.94,0.34643,-153.351,-153.406,-267.161,-256.069,0.938076,-265.304,-265.456
0.138938,4.5,2.99792,-0.0011095,1.21856,876.803,35.6364,1.79741,10.0135,-156.848,-152.69,0.352113,-156.167,-156.215,-266.091,-255.036,0.935957,-264.279,-264.409
0.109661,4.5,2.9987,-0.0010589,1.21639,879.801,35.888,1.79404,10.0166,-159.66,-155.442,0.357066,-158.98,-159.019,-265.021,-253.989,0.934079,-263.243,-263.345
0.0752217,4.48276,2.99934,-0.0010012,1.21433,882.8,36.1379,1.79665,10.0096,-162.467,-158.202,0.361252,-161.791,-161.818,-263.943,-252.934,0.932468,-262.198,-262.268
0.0372718,4.42139,2.99981,-0.0008877,1.21056,885.799,36.6289,1.8028,9.99126,-165.27,-160.969,0.364685,-164.599,-164.612,-262.858,-251.876,0.931131,-261.144,-261.179
-0.0025459,4.39131,3.00005,-0.0008303,1.20884,888.799,36.8695,1.82116,9.95625,-168.073,-163.746,0.367367,-167.405,-167.404,-261.775,-250.821,0.930076,-260.083,-260.081
-0.0425954,4.33235,3.00004,-0.0007154,1.20575,891.799,37.3412,1.85248,9.92383,-170.877,-166.528,0.369301,-170.208,-170.193,-260.697,-249.754,0.92931,-259.015,-258.976
-0.0812462,4.2749,2.99979,-0.0006001,1.20312,894.799,37.8008,1.88427,9.8893,-173.678,-169.316,0.37049,-173.01,-172.979,-259.616,-248.681,0.928837,-257.942,-257.866
-0.116871,4.24672,2.99929,-0.0005426,1.20197,897.799,38.0262,1.92149,9.85646,-176.478,-172.109,0.370934,-175.809,-175.765,-258.538,-247.601,0.928659,-256.863,-256.754
-0.147842,4.1914,2.99855,-0.0004283,1.20003,900.798,38.4688,1.97144,9.83493,-179.281,-174.905,0.370635,-178.605,-178.551,-257.473,-246.507,0.928779,-255.779,-255.642
-0.172532,4.16424,2.99762,-0.0003729,1.19923,903.797,38.6861,2.01566,9.81764,-182.081,-177.708,0.369589,-181.4,-181.336,-256.405,-245.409,0.929195,-254.692,-254.532
-0.189305,4.13741,2.99669,-0.0003112,1.19855,906.794,38.9007,2.04218,9.80364,-184.874,-180.517,0.367805,-184.192,-184.123,-255.325,-244.31,0.929903,-253.602,-253.426
-0.197516,4.0847,2.99597,0.0001061,1.19799,909.791,39.3224,2.07272,9.77157,-187.669,-183.338,0.365705,-186.983,-186.911,-254.256,-243.232,0.930731,-252.511,-252.327
-0.2,4.05881,2.99541,0.0003409,1.19844,912.787,39.5295,2.09179,9.73311,-190.462,-186.161,0.363686,-189.774,-189.701,-253.183,-242.168,0.931522,-251.421,-251.234
-0.2,4.0079,2.99499,0.0006685,1.20053,915.782,39.9368,2.11501,9.6871,-193.258,-188.989,0.36174,-192.565,-192.493,-252.119,-241.117,0.932279,-250.334,-250.148
-0.199567,3.98288,2.99471,0.0006764,1.20187,918.777,40.1369,2.11653,9.64724,-196.048,-191.815,0.359869,-195.358,-195.287,-251.042,-240.066,0.933003,-249.253,-249.067
-0.199285,3.93367,2.99456,0.0006489,1.20454,921.772,40.5306,2.10675,9.63826,-198.836,-194.631,0.358073,-198.153,-198.082,-249.959,-238.993,0.933694,-248.178,-247.992
-0.199185,3.90947,2.99455,0.0006282,1.20582,924.767,40.7242,2.08097,9.64649,-201.621,-197.442,0.356353,-200.95,-200.879,-248.866,-237.909,0.934352,-247.108,-246.922
-0.199238,3.86185,2.99467,0.0005873,1.20825,927.761,41.1052,2.06925,9.66941,-204.413,-200.249,0.354709,-203.749,-203.679,-247.792,-236.817,0.934977,-246.044,-245.857
-0.199415,3.83842,2.99492,0.0005664,1.20941,930.756,41.2926,2.05557,9.69916,-207.206,-203.055,0.35314,-206.55,-206.48,-246.72,-235.723,0.93557,-244.984,-244.797
-0.199692,3.7923,2.9953,0.0005282,1.21159,933.751,41.6616,2.05323,9.70812,-210.005,-205.869,0.351652,-209.353,-209.283,-245.664,-234.654,0.936131,-243.929,-243.742
-0.2,3.7696,2.99582,0.000479,1.2126,936.746,41.8432,2.03725,9.71213,-212.801,-208.686,0.350228,-212.158,-212.088,-244.599,-233.593,0.936664,-242.878,-242.691
-0.2,3.72489,2.99638,0.0003436,1.21426,939.742,42.2009,2.00561,9.71376,-215.595,-211.505,0.348982,-214.965,-214.895,-243.523,-232.54,0.937129,-241.831,-241.643
-0.199653,3.70288,2.99688,0.0002606,1.21487,942.738,42.377,1.96613,9.73408,-218.388,-214.315,0.348103,-217.773,-217.704,-242.442,-231.474,0.937456,-240.786,-240.599
-0.199115,3.6595,2.99729,7.92e-05,1.21555,945.735,42.724,1.92218,9.77675,-221.182,-217.115,0.347631,-220.583,-220.514,-241.359,-230.389,0.937631,-239.743,-239.556
-0.198439,3.63814,2.99762,-1.24e-05,1.21562,948.733,42.8949,1.87708,9.82129,-223.976,-219.911,0.347556,-223.393,-223.324,-240.275,-229.306,0.937659,-238.701,-238.515
-0.197664,-12.9844,2.99788,-0.0001962,1.2152,951.73,42.908,1.85114,9.8372,-226.778,-222.712,0.347882,-226.203,-226.135,-239.208,-228.25,0.937538,-237.658,-237.472
-0.19683,-12.8394,2.99805,-0.0002882,1.21472,954.728,42.2986,1.8242,9.85692,-229.581,-225.508,0.348608,-229.013,-228.945,-238.138,-227.19,0.937269,-236.613,-236.429
-0.195976,-12.5768,2.99815,-0.0004721,1.2132,957.726,41.0734,1.80872,9.86513,-232.386,-228.304,0.349733,-231.822,-231.754,-237.076,-226.14,0.93685,-235.566,-235.382
-0.19514,-12.4592,2.99818,-0.000564,1.21216,960.724,40.4565,1.78599,9.88924,-235.189,-231.088,0.351256,-234.63,-234.561,-236.003,-225.072,0.93628,-234.514,-234.331
-0.194362,-12.2506,2.99815,-0.0007477,1.20954,963.722,39.2111,1.77738,9.90688,-237.995,-233.868,0.353177,-237.436,-237.367,-234.938,-224.007,0.935556,-233.457,-233.276
-0.193683,-12.1595,2.99807,-0.0008394,1.20795,966.721,38.5813,1.76995,9.92519,-240.8,-236.642,0.355496,-240.239,-240.17,-233.868,-222.937,0.934678,-232.394,-232.213
-0.193148,-12.0034,2.99794,-0.0010225,1.20423,969.719,37.3041,1.77655,9.94782,-243.607,-239.407,0.358212,-243.04,-242.971,-232.803,-221.856,0.93364,-231.324,-231.144
-0.192804,-11.9383,2.99779,-0.0011139,1.20209,972.717,36.655,1.78674,9.96108,-246.413,-242.168,0.361322,-245.837,-245.767,-231.732,-220.778,0.932441,-230.245,-230.066
-0.1927,-11.8336,2.99762,-0.0012964,1.19727,975.714,35.3317,1.81892,9.97254,-249.223,-244.922,0.364827,-248.63,-248.56,-230.671,-219.692,0.931075,-229.157,-228.978
-0.19289,-11.7939,2.99745,-0.0013875,1.19459,978.712,34.6556,1.86172,9.96772,-252.034,-247.673,0.368723,-251.419,-251.348,-229.609,-218.613,0.929539,-228.058,-227.879
-0.193427,-11.7399,2.9973,-0.0015697,1.18868,981.709,33.2686,1.90933,9.94376,-254.843,-250.422,0.373011,-254.203,-254.131,-228.539,-217.541,0.927827,-226.947,-226.767
-0.194369,-11.7255,2.99718,-0.0016607,1.18545,984.707,32.5554,1.96251,9.89367,-257.649,-253.171,0.377686,-256.981,-256.908,-227.46,-216.482,0.925934,-225.823,-225.643
-0.195772,-11.7196,2.99713,-0.0018429,1.17844,987.704,31.0821,2.02968,9.82123,-260.456,-255.92,0.382747,-259.754,-259.679,-226.379,-215.43,0.923853,-224.685,-224.504
-0.197692,-11.6946,2.99715,-0.0019344,1.17467,990.701,30.3187,2.12714,9.72799,-263.269,-258.667,0.388191,-262.52,-262.444,-225.309,-214.384,0.921579,-223.531,-223.349
-0.2,-10.9458,2.99727,-0.0022736,1.16637,993.698,28.7399,2.25551,9.6055,-266.09,-261.416,0.394016,-265.28,-265.201,-224.25,-213.349,0.919104,-222.361,-222.177
-0.2,-9.51572,2.99753,-0.0032654,1.16084,996.695,27.968,2.38062,9.45932,-268.903,-264.165,0.400211,-268.031,-267.951,-223.169,-212.319,0.916423,-221.171,-220.988
-0.182897,-7.12131,2.99826,-0.008287,1.139,999.693,26.7174,2.5179,9.29112,-271.716,-266.912,0.406796,-270.766,-270.692,-222.079,-211.291,0.913519,-219.946,-219.779
-0.124002,-6.70753,2.99556,-0.0093073,1.12142,1002.69,26.179,2.68139,9.10648,-274.545,-269.607,0.418841,-273.473,-273.422,-220.98,-210.276,0.90806,-218.657,-218.545
-0.0344134,-6.03637,2.98821,-0.0113244,1.08015,1005.69,25.1636,2.91918,8.88403,-277.412,-272.204,0.441239,-276.139,-276.124,-219.88,-209.288,0.89739,-217.291,-217.261
0.0640537,-5.70497,2.97959,-0.0122542,1.05657,1008.68,24.6793,3.26309,8.57888,-280.327,-274.718,0.473713,-278.751,-278.782,-218.77,-208.341,0.880679,-215.84,-215.896
0.149152,-5.18942,2.97571,-0.014402,1.00338,1011.65,23.7654,3.70794,8.15388,-283.287,-277.172,0.515519,-281.299,-281.376,-217.6,-207.436,0.856878,-214.295,-214.423
0.2,-4.58802,2.98491,-0.0152757,0.973693,1014.63,23.3247,4.28286,7.57679,-286.313,-279.599,0.566098,-283.775,-283.888,-216.341,-206.564,0.824338,-212.645,-212.81
0.2,-2.99524,3.0003,-0.019208,0.905652,1017.62,22.6043,5.02957,6.84265,-289.422,-282.055,0.6205,-286.177,-286.301,-214.975,-205.665,0.784206,-210.874,-211.031
0.165739,-2.51335,3.01051,-0.0210527,0.865436,1020.62,22.3378,5.90544,5.99043,-292.569,-284.57,0.672395,-288.486,-288.598,-213.453,-204.648,0.740193,-208.959,-209.082
0.12367,-1.89332,3.01345,-0.0236059,0.775619,1023.63,21.9152,6.79718,5.07919,-295.663,-287.102,0.720828,-290.674,-290.763,-211.689,-203.457,0.693114,-206.892,-206.978
0.0902834,-1.64038,3.00891,-0.0245538,0.727495,1026.64,21.7418,7.57529,4.18282,-298.587,-289.575,0.766401,-292.712,-292.781,-209.597,-202.044,0.642362,-204.673,-204.731
0.0760259,-1.29728,2.99721,-0.0263051,0.6257,1029.65,21.4618,8.20218,3.39312,-301.273,-291.89,0.809144,-294.574,-294.636,-207.175,-200.362,0.58761,-202.311,-202.355
0.0860143,-1.29437,2.98058,-0.0267943,0.572607,1032.65,21.3406,8.75979,2.78864,-303.752,-293.944,0.849231,-296.239,-296.312,-204.49,-198.392,0.528021,-199.819,-199.865
0.115912,-1.32883,2.96388,-0.0272661,0.464287,1035.63,21.0975,9.28517,2.39075,-306.029,-295.673,0.886972,-297.69,-297.793,-201.559,-196.166,0.461823,-197.217,-197.27
0.151965,-1.15489,2.95185,-0.027675,0.40933,1038.59,20.9712,9.68117,2.15965,-307.983,-297.068,0.921741,-298.919,-299.059,-198.334,-193.742,0.387806,-194.52,-194.579
0.182185,-0.47932,2.94958,-0.0292326,0.295888,1041.54,20.776,9.86898,2.03365,-309.486,-298.154,0.952089,-299.916,-300.09,-194.817,-191.177,0.305822,-191.743,-191.799
0.2,-0.476735,2.96235,-0.0302999,0.236356,1044.49,20.7299,9.9428,1.94925,-310.574,-298.963,0.976372,-300.671,-300.866,-191.084,-188.515,0.216096,-188.893,-188.936
0.2,-0.314497,2.9922,-0.0299982,0.115181,1047.45,20.6386,9.93938,1.90437,-311.236,-299.477,0.992833,-301.169,-301.368,-187.185,-185.77,0.11951,-185.974,-185.997
0.175159,-0.124728,3.01925,-0.031047,0.0542163,1050.45,20.6081,9.83661,1.93189,-311.414,-299.649,0.999738,-301.405,-301.58,-183.221,-182.951,0.0229073,-182.992,-182.996
0.149568,0,3.03166,-0.0318249,-0.0720659,1053.47,20.596,9.69355,2.06068,-311.181,-299.454,0.997653,-301.361,-301.51,-179.3,-180.105,-0.0684654,-179.974,-179.964
0.14316,0.139425,3.02625,-0.0314962,-0.135299,1056.5,20.596,9.49865,2.32356,-310.55,-298.872,0.98778,-301.026,-301.168,-175.459,-177.302,-0.155857,-176.962,-176.94
0.159699,0.750957,3.00214,-0.0298965,-0.258581,1059.52,20.6504,9.18423,2.69538,-309.479,-297.949,0.970602,-300.41,-300.565,-171.751,-174.611,-0.24069,-174,-173.962
0.186032,1.38744,2.96719,-0.0282053,-0.316682,1062.53,20.723,8.71411,3.16084,-307.955,-296.722,0.945918,-299.536,-299.712,-168.242,-172.094,-0.324407,-171.129,-171.069
0.2,1.75037,2.94606,-0.0266217,-0.426049,1065.49,21.0085,8.08637,3.71952,-306.017,-295.222,0.914357,-298.44,-298.623,-165.017,-169.798,-0.404908,-168.373,-168.292
0.197132,2.26102,2.94102,-0.0250671,-0.477773,1068.44,21.1744,7.36764,4.38072,-303.782,-293.466,0.878123,-297.14,-297.313,-162.111,-167.731,-0.478434,-165.73,-165.636
0.173439,3.02771,2.94815,-0.0223705,-0.572292,1071.38,21.6363,6.62956,5.14073,-301.361,-291.487,0.83885,-295.654,-295.799,-159.489,-165.896,-0.544363,-163.192,-163.098
0.128236,3.17731,2.9631,-0.021495,-0.616149,1074.33,21.9143,5.91761,5.94832,-298.823,-289.354,0.798028,-293.998,-294.101,-157.11,-164.261,-0.602621,-160.754,-160.676
0.0669167,3.31304,2.98161,-0.020133,-0.699238,1077.29,22.4941,5.26283,6.71425,-296.218,-287.152,0.756911,-292.184,-292.234,-154.929,-162.756,-0.653518,-158.412,-158.368
-0.0017368,3.35014,2.99997,-0.0195478,-0.7389,1080.27,22.7867,4.66491,7.37332,-293.56,-284.935,0.716471,-290.219,-290.217,-152.917,-161.315,-0.697617,-156.17,-156.171
-0.0683485,3.51942,3.01519,-0.0182686,-0.814584,1083.27,23.3736,4.14966,7.89055,-290.879,-282.723,0.677406,-288.114,-288.068,-151.03,-159.887,-0.735609,-154.032,-154.083
-0.124952,3.67467,3.02501,-0.0175327,-0.850362,1086.29,23.6728,3.76876,8.25268,-288.216,-280.52,0.640187,-285.884,-285.804,-149.205,-158.44,-0.768219,-152.004,-152.1
-0.166324,4.1812,3.02769,-0.015775,-0.917092,1089.31,24.305,3.49596,8.48142,-285.557,-278.31,0.605079,-283.542,-283.442,-147.438,-156.974,-0.796166,-150.089,-150.222
-0.190765,4.53101,3.02201,-0.0147649,-0.947612,1092.34,24.6466,3.36038,8.58,-282.923,-276.09,0.572277,-281.109,-281,-145.688,-155.48,-0.82006,-148.288,-148.444
-0.2,4.83019,3.01182,-0.0125943,-1.00229,1095.36,25.3962,3.33922,8.57555,-280.305,-273.851,0.541605,-278.604,-278.496,-143.959,-153.974,-0.840633,-146.597,-146.766
-0.2,4.81132,3.00421,-0.011726,-1.02661,1098.37,25.7737,3.42858,8.48608,-277.698,-271.596,0.512167,-276.045,-275.942,-142.238,-152.471,-0.858886,-145.011,-145.182
-0.197362,4.77458,2.99933,-0.0105551,-1.07096,1101.38,26.5083,3.60313,8.30423,-275.085,-269.327,0.483585,-273.438,-273.342,-140.536,-150.959,-0.875298,-143.518,-143.69
-0.194858,4.7567,2.99673,-0.0100759,-1.09159,1104.38,26.866,3.86512,8.01796,-272.463,-267.043,0.456112,-270.789,-270.7,-138.845,-149.42,-0.889922,-142.111,-142.284
