alpha_m,ax_racetraj_mps2,delta_s,kappa_racetraj_radpm,psi_racetraj_rad,s_racetraj_m,vx_racetraj_mps,width_left_m,width_right_m,x_bound_l,x_bound_r,x_normvec_m,x_raceline,x_ref_m,y_bound_l,y_bound_r,y_normvec_m,y_raceline,y_ref_m
-0.193572,4.72181,2.99592,-0.0092028,-1.1301,1107.37,27.5637,4.21505,7.62849,-269.831,-264.739,0.429879,-268.102,-268.019,-137.154,-147.847,-0.902887,-140.785,-140.96
-0.193763,4.70479,2.99641,-0.0088017,-1.1481,1110.37,27.9042,4.65001,7.15754,-267.184,-262.402,0.405011,-265.379,-265.301,-135.46,-146.256,-0.914312,-139.534,-139.711
-0.195164,4.67154,2.99773,-0.0080321,-1.18175,1113.37,28.5693,5.14946,6.62025,-264.516,-260.024,0.381603,-262.625,-262.551,-133.775,-144.655,-0.924326,-138.355,-138.535
-0.197201,4.65528,2.99945,-0.0076583,-1.19743,1116.36,28.8944,5.71877,6.02705,-261.828,-257.602,0.35973,-259.841,-259.771,-132.09,-143.05,-0.933056,-137.242,-137.426
-0.199174,4.62347,3.00117,-0.006947,-1.22658,1119.36,29.5306,6.3486,5.39306,-259.119,-255.134,0.339449,-257.032,-256.964,-130.408,-141.452,-0.940624,-136.192,-136.38
-0.2,4.6079,3.0025,-0.0067402,-1.24026,1122.37,29.842,7.00519,4.74123,-256.382,-252.614,0.320794,-254.199,-254.135,-128.756,-139.881,-0.947149,-135.201,-135.39
-0.195592,4.57739,3.00333,-0.0074184,-1.26837,1125.37,30.4523,7.63817,4.12085,-253.607,-250.034,0.303815,-251.345,-251.286,-127.177,-138.38,-0.952731,-134.268,-134.454
-0.177605,4.56243,3.00336,-0.0074432,-1.28323,1128.37,30.7513,8.22531,3.56402,-250.782,-247.396,0.287204,-248.471,-248.42,-125.689,-136.981,-0.95787,-133.397,-133.568
-0.146159,4.53309,3.00238,-0.0074531,-1.31303,1131.37,31.3381,8.70501,3.07788,-247.885,-244.709,0.269545,-245.578,-245.539,-124.349,-135.696,-0.962988,-132.591,-132.732
-0.104309,4.5187,3.00053,-0.0074532,-1.32793,1134.38,31.626,9.06696,2.64613,-244.916,-241.979,0.25078,-242.669,-242.642,-123.174,-134.513,-0.968044,-131.85,-131.951
-0.0552674,4.5,2.99803,-0.0074454,-1.35772,1137.38,32.1915,9.34635,2.28499,-241.89,-239.205,0.23089,-239.745,-239.732,-122.135,-133.452,-0.97298,-131.175,-131.229
-0.0023686,4.5,2.99513,-0.0074384,-1.3726,1140.38,32.4698,9.55568,2.04491,-238.814,-236.38,0.209848,-236.81,-236.809,-121.225,-132.568,-0.977734,-130.566,-130.568
0.0509695,4.5,2.9921,-0.007425,-1.40232,1143.37,33.0194,9.66509,1.9237,-235.687,-233.513,0.187631,-233.864,-233.874,-120.479,-131.862,-0.98224,-130.023,-129.973
0.101295,4.5,2.98927,-0.0074232,-1.41717,1146.36,33.2908,9.69754,1.87151,-232.52,-230.62,0.164229,-230.91,-230.927,-119.88,-131.292,-0.986422,-129.546,-129.446
0.145178,3.3749,2.98703,-0.0074219,-1.44683,1149.35,33.827,9.70047,1.84652,-229.324,-227.712,0.139613,-227.95,-227.97,-119.385,-130.819,-0.990206,-129.135,-128.991
0.179277,-4.84148,2.98571,-0.0074692,-1.46172,1152.34,34.0259,9.69684,1.8522,-226.107,-224.792,0.113851,-224.983,-225.003,-118.978,-130.452,-0.993498,-128.79,-128.612
0.2,-5.76031,2.98609,-0.0068996,-1.4908,1155.32,33.4312,9.71614,1.88336,-222.87,-221.864,0.0866905,-222.01,-222.027,-118.632,-130.188,-0.996235,-128.51,-128.311
0.2,-6.76218,2.98949,-0.0061315,-1.50383,1158.31,33.0849,9.74845,1.92918,-219.621,-218.93,0.0592308,-219.032,-219.044,-118.362,-130.019,-0.998244,-128.293,-128.093
0.17593,-8.99278,2.99413,-0.0043207,-1.52503,1161.3,32.1925,9.7083,2.02818,-216.41,-215.979,0.0367458,-216.047,-216.054,-118.25,-129.979,-0.999325,-128.128,-127.952
0.137211,-10.6787,2.99749,-0.0028028,-1.53215,1164.29,31.629,9.55381,2.22738,-213.273,-213.009,0.0224683,-213.056,-213.059,-118.314,-130.092,-0.999748,-128.002,-127.865
0.088708,-12.1024,2.99861,0.0001406,-1.53745,1167.29,30.1463,9.26162,2.51649,-210.209,-210.021,0.0159539,-210.06,-210.061,-118.549,-130.326,-0.999873,-127.898,-127.809
0.0341233,-10.9752,2.99713,0.0016243,-1.53569,1170.29,29.3326,8.85526,2.87505,-207.217,-207.014,0.0173039,-207.063,-207.064,-118.908,-130.636,-0.99985,-127.796,-127.761
-0.0228769,-9.06133,2.99337,0.0045527,-1.52332,1173.29,27.8686,8.35555,3.30365,-204.289,-203.98,0.0264941,-204.068,-204.068,-119.345,-131,-0.999649,-127.675,-127.698
-0.0783598,-8.24466,2.98834,0.0059948,-1.51278,1176.28,27.2107,7.7567,3.81404,-201.414,-200.91,0.0435563,-201.079,-201.076,-119.846,-131.405,-0.999051,-127.517,-127.595
-0.127975,-6.7837,2.9838,0.0088689,-1.48306,1179.27,26.0287,7.10105,4.42957,-198.576,-197.786,0.0685004,-198.099,-198.09,-120.345,-131.849,-0.997651,-127.302,-127.429
-0.167174,-6.05426,2.98222,0.010327,-1.46387,1182.25,25.5022,6.3831,5.12684,-195.759,-194.593,0.101291,-195.129,-195.112,-120.827,-132.278,-0.994857,-127.011,-127.178
-0.192005,-4.75805,2.98672,0.0134565,-1.41634,1185.24,24.5908,5.60005,5.88625,-192.939,-191.311,0.141732,-192.172,-192.145,-121.273,-132.643,-0.989905,-126.626,-126.816
-0.2,-4.15454,2.99867,0.0149262,-1.38795,1188.22,24.2008,4.80585,6.69076,-190.101,-187.922,0.189529,-189.228,-189.19,-121.603,-132.891,-0.981875,-126.125,-126.322
-0.191421,-3.24244,3.0073,0.01785,-1.32226,1191.22,23.5515,4.04969,7.48918,-187.23,-184.444,0.241456,-186.298,-186.252,-121.744,-132.941,-0.970412,-125.488,-125.673
-0.177606,-2.97412,3.0088,0.0189357,-1.2855,1194.23,23.2745,3.40205,8.22045,-184.348,-180.923,0.294645,-183.397,-183.345,-121.614,-132.72,-0.955607,-124.695,-124.865
-0.167456,-2.55674,3.00411,0.0207473,-1.206,1197.24,22.7788,2.86235,8.80756,-181.487,-177.411,0.349264,-180.546,-180.487,-121.211,-132.146,-0.937024,-123.737,-123.893
-0.164904,-2.41998,2.99467,0.0215144,-1.16377,1200.24,22.5533,2.429,9.21103,-178.681,-173.961,0.4055,-177.763,-177.696,-120.536,-131.176,-0.914095,-122.606,-122.756
-0.170091,-2.16812,2.98239,0.0228934,-1.07492,1203.24,22.1321,2.1438,9.47669,-175.983,-170.599,0.463374,-175.069,-174.99,-119.551,-129.849,-0.886163,-121.3,-121.451
-0.180242,-2.01361,2.96969,0.0235512,-1.0285,1206.22,21.9353,2.00481,9.6322,-173.433,-167.35,0.522738,-172.479,-172.385,-118.266,-128.187,-0.852493,-119.822,-119.975
-0.191002,-1.51602,2.95943,0.0250975,-0.931373,1209.19,21.5842,1.96653,9.68685,-171.047,-164.251,0.583207,-170.012,-169.9,-116.728,-126.195,-0.812323,-118.171,-118.326
-0.198352,-1.21545,2.95493,0.0260627,-0.880226,1212.15,21.4433,1.95275,9.67698,-168.811,-161.319,0.644148,-167.68,-167.553,-115.007,-123.902,-0.764901,-116.349,-116.501
-0.2,-1.10683,2.95968,0.0273824,-0.772471,1215.1,21.2196,1.96056,9.63802,-166.741,-158.57,0.7045,-165.501,-165.36,-113.105,-121.337,-0.709704,-114.355,-114.497
-0.190578,-1.67914,2.97829,0.0264943,-0.718571,1218.06,21.1151,2.01392,9.59317,-164.877,-156.018,0.763257,-163.485,-163.34,-111.01,-118.51,-0.646095,-112.188,-112.312
-0.154333,-1.28733,3.00307,0.0273907,-0.611611,1221.04,20.7971,2.08621,9.56308,-163.215,-153.692,0.817518,-161.636,-161.51,-108.742,-115.451,-0.575903,-109.855,-109.944
-0.0979436,-1.08728,3.02219,0.0285761,-0.555657,1224.04,20.673,2.16056,9.54679,-161.752,-151.633,0.864328,-159.969,-159.884,-106.321,-112.209,-0.502929,-107.358,-107.407
-0.0436808,-0.73777,3.03258,0.0300445,-0.43822,1227.07,20.48,2.25692,9.51854,-160.514,-149.872,0.90372,-158.514,-158.474,-103.763,-108.804,-0.428125,-104.71,-104.729
-0.0078458,-0.672163,3.03332,0.030643,-0.377583,1230.1,20.4079,2.3895,9.45929,-159.529,-148.434,0.936426,-157.299,-157.292,-101.097,-105.255,-0.350867,-101.933,-101.936
0.000727,-0.588806,3.02457,0.0313527,-0.253451,1233.13,20.2827,2.5424,9.38535,-158.796,-147.313,0.962682,-156.347,-156.348,-98.3656,-101.594,-0.270635,-99.0539,-99.0537
-0.0192772,-0.582989,3.00748,0.0315653,-0.190597,1236.16,20.2245,2.68519,9.28781,-158.293,-146.531,0.982409,-155.674,-155.655,-95.6085,-97.8444,-0.186743,-96.1064,-96.11
-0.0621687,-0.652471,2.98433,0.031762,-0.0638925,1239.16,20.1048,2.81238,9.14837,-158.023,-146.121,0.995134,-155.286,-155.225,-92.8542,-94.0326,-0.0985287,-93.1251,-93.1313
-0.116532,-0.7229,2.95878,0.0318106,-0.0003743,1242.15,20.0398,2.9612,8.9467,-158.029,-146.121,0.999985,-155.184,-155.068,-90.1283,-90.1928,-0.0054241,-90.1437,-90.1443
-0.167384,-0.608161,2.93608,0.032331,0.127689,1245.11,19.8973,3.09987,8.75059,-158.282,-146.483,0.99569,-155.363,-155.196,-87.4634,-86.3643,0.0927464,-87.1914,-87.1759
-0.199478,-0.265174,2.92337,0.0327643,0.192753,1248.04,19.8361,3.19671,8.62505,-158.756,-147.164,0.980594,-155.817,-155.621,-84.8794,-82.5618,0.196048,-84.2918,-84.2527
-0.2,0,2.92734,0.0343317,0.327325,1250.97,19.8061,3.24179,8.5561,-159.445,-148.199,0.953225,-156.546,-156.355,-82.3813,-78.8153,0.302263,-81.4619,-81.4015
-0.170908,0,2.94366,0.034414,0.396095,1253.89,19.8061,3.21466,8.53068,-160.339,-149.591,0.915059,-157.554,-157.398,-79.9426,-75.2055,0.40332,-78.715,-78.6461
-0.128377,0.441591,2.96487,0.0331992,0.53107,1256.84,19.8327,3.13569,8.55173,-161.454,-151.295,0.869169,-158.84,-158.728,-77.5555,-71.7759,0.494515,-76.0683,-76.0049
-0.0827818,0.489263,2.98621,0.0329301,0.597225,1259.8,19.8772,3.04154,8.63121,-162.809,-153.272,0.816968,-160.391,-160.324,-75.2496,-68.5181,0.576683,-73.5433,-73.4956
-0.0447088,0.54898,3.00404,0.0324439,0.72787,1262.79,19.9795,2.92725,8.76511,-164.385,-155.503,0.759625,-162.195,-162.161,-73.0398,-65.4355,0.650361,-71.1651,-71.136
-0.0234551,0.540968,3.01601,0.0322864,0.792591,1265.79,20.0344,2.79589,8.91537,-166.169,-157.998,0.697739,-164.234,-164.218,-70.9468,-62.5574,0.716352,-68.9607,-68.9439
-0.0246571,0.66054,3.02089,0.0316257,0.920407,1268.81,20.149,2.67788,9.04048,-168.162,-160.762,0.631514,-166.486,-166.471,-69.0134,-59.9274,0.775364,-66.9562,-66.937
-0.0488916,0.707643,3.01845,0.031306,0.983286,1271.83,20.2144,2.55721,9.15119,-170.331,-163.764,0.560821,-168.924,-168.896,-67.2504,-57.5566,0.827937,-65.1736,-65.1332
-0.0911131,0.929867,3.00957,0.0303031,1.10647,1274.85,20.367,2.46457,9.23315,-172.668,-166.992,0.485253,-171.516,-171.472,-65.705,-55.4768,0.874374,-63.6297,-63.55
-0.140811,1.00226,2.99626,0.0298609,1.16656,1277.86,20.458,2.38024,9.29758,-175.137,-170.415,0.404392,-174.232,-174.175,-64.3824,-53.702,0.914586,-62.3342,-62.2054
-0.182837,1.18341,2.9833,0.0288123,1.28298,1280.85,20.6755,2.24951,9.35578,-177.695,-174.014,0.317176,-177.039,-176.981,-63.2505,-52.2444,0.948367,-61.2905,-61.1171
-0.2,0.841223,2.97928,0.0292885,1.34106,1283.84,20.7897,2.1213,9.4675,-180.348,-177.728,0.226113,-179.914,-179.869,-62.368,-51.0794,0.974101,-60.4965,-60.3017
-0.2,1.08905,2.98242,0.0282726,1.45695,1286.82,20.9517,2.03307,9.60138,-183.096,-181.49,0.138049,-182.843,-182.815,-61.771,-50.248,0.990425,-59.9555,-59.7574
-0.197949,1.52576,2.98632,0.0270098,1.51222,1289.8,21.0554,1.95686,9.68328,-185.908,-185.259,0.0558125,-185.81,-185.799,-61.4219,-49.7999,0.998441,-59.6658,-59.4681
-0.198395,2.50964,2.98651,0.024044,1.6151,1292.78,21.3798,1.9179,9.67081,-188.76,-189,-0.0207386,-188.795,-188.8,-61.3345,-49.7483,0.999785,-59.6153,-59.417
-0.2,3.33757,2.98041,0.021755,1.66085,1295.77,21.6132,1.95709,9.59033,-191.615,-192.677,-0.0920188,-191.776,-191.795,-61.5361,-50.0376,0.995757,-59.7864,-59.5873
-0.183972,4.9,2.97636,0.013557,1.72987,1298.75,22.3623,2.08374,9.42152,-194.436,-196.246,-0.157265,-194.735,-194.764,-62.02,-50.6579,0.987556,-60.1439,-59.9622
-0.123977,4.9,2.9829,0.0111757,1.75462,1301.73,22.7962,2.30077,9.16158,-197.216,-199.61,-0.208938,-197.67,-197.696,-62.7635,-51.5541,0.977929,-60.6347,-60.5135
-0.0343665,4.9,2.99086,0.006185,1.78929,1304.71,23.6402,2.64215,8.79036,-199.964,-202.728,-0.241761,-200.594,-200.603,-63.7542,-52.6609,0.970336,-61.2238,-61.1905
0.0627158,4.89745,2.99515,0.0037314,1.7992,1307.7,24.0511,3.15359,8.3068,-202.687,-205.629,-0.256715,-203.513,-203.496,-64.9878,-53.9115,0.966487,-61.8793,-61.9399
0.144903,4.87726,2.99593,0.0013142,1.80424,1310.7,24.4549,3.79795,7.71559,-205.427,-208.348,-0.253673,-206.427,-206.391,-66.3824,-55.2454,0.96729,-62.5685,-62.7087
0.191271,0.615475,2.99553,-0.0045069,1.79837,1313.69,25.2383,4.53672,7.05958,-208.238,-210.948,-0.233691,-209.343,-209.298,-67.8545,-56.5793,0.972311,-63.2574,-63.4434
0.2,-5.71174,2.99115,-0.009133,1.78473,1316.69,25.287,5.33884,6.3092,-211.147,-213.504,-0.202293,-212.268,-212.227,-69.328,-57.9208,0.979325,-63.9037,-64.0996
0.198349,-3.57693,2.98325,-0.0150481,1.73474,1319.68,24.4669,6.18133,5.50024,-214.168,-216.072,-0.162971,-215.208,-215.175,-70.7482,-59.2228,0.986631,-64.4538,-64.6495
0.197392,-2.61925,2.97509,-0.0169822,1.70271,1322.66,24.1728,7.06158,4.64074,-217.327,-218.672,-0.114913,-218.161,-218.139,-72.0824,-60.4576,0.993375,-64.8715,-65.0676
0.19828,-0.889572,2.9706,-0.0209496,1.62689,1325.64,23.8201,7.87586,3.7689,-220.656,-221.332,-0.0580709,-221.125,-221.113,-73.1906,-61.5655,0.998313,-65.1301,-65.3281
0.2,-0.39958,2.97376,-0.0223653,1.58357,1328.61,23.7453,8.52828,2.95862,-224.161,-224.073,0.0077436,-224.094,-224.095,-73.9334,-62.4469,0.99997,-65.2054,-65.4054
0.198325,-0.0607021,2.97877,-0.0238893,1.49052,1331.58,23.7052,9.0353,2.35871,-227.785,-226.896,0.0780803,-227.064,-227.08,-74.2849,-62.9257,0.996947,-65.0795,-65.2772
0.197104,-0.0472945,2.98185,-0.0239263,1.44274,1334.56,23.7001,9.32111,2.04046,-231.434,-229.75,0.148148,-230.024,-230.053,-74.1567,-62.9205,0.988965,-64.7436,-64.9385
0.198069,0,2.98324,-0.0239916,1.34689,1337.54,23.6935,9.4271,1.95031,-235.05,-232.573,0.217784,-232.954,-232.997,-73.5911,-62.4868,0.975997,-64.1969,-64.3903
0.2,0,2.98362,-0.0240479,1.29888,1340.53,23.6935,9.45741,1.97849,-238.612,-235.329,0.287112,-235.84,-235.897,-72.6927,-61.7383,0.957897,-63.4419,-63.6335
0.2,0.169657,2.9848,-0.0237362,1.20314,1343.51,23.6982,9.4676,2.10195,-242.108,-237.987,0.356217,-238.664,-238.735,-71.5155,-60.7049,0.934403,-62.4821,-62.669
0.193012,0.274771,2.98868,-0.0235206,1.1559,1346.49,23.7125,9.50427,2.2541,-245.519,-240.542,0.423246,-241.414,-241.496,-70.1101,-59.4569,0.906015,-61.3242,-61.4991
0.180759,0.474739,2.99385,-0.0230571,1.06277,1349.48,23.7679,9.55672,2.39344,-248.814,-243.005,0.486111,-244.081,-244.168,-68.4847,-58.0415,0.873897,-59.9752,-60.1331
0.16705,0.53369,2.99878,-0.0228759,1.01687,1352.48,23.8078,9.5176,2.50876,-251.928,-245.376,0.544817,-246.652,-246.743,-66.5638,-56.479,0.838555,-58.4427,-58.5828
0.155466,0.583294,3.00229,-0.0226121,0.925943,1355.48,23.9004,9.38288,2.59019,-254.836,-247.657,0.599609,-249.116,-249.21,-64.3687,-54.7868,0.800293,-56.7353,-56.8597
0.149066,0.604818,3.0035,-0.0224827,0.880874,1358.48,23.9491,9.28677,2.6423,-257.602,-249.84,0.650713,-251.462,-251.559,-62.0273,-52.9693,0.759324,-54.8625,-54.9757
0.149752,0.640256,3.00181,-0.0222299,0.791456,1361.48,24.0518,9.27479,2.6407,-260.259,-251.938,0.698363,-253.678,-253.782,-59.5807,-51.0523,0.715744,-52.8352,-52.9424
0.157821,0.68412,2.99697,-0.0220565,0.747188,1364.48,24.1049,9.31193,2.56393,-262.785,-253.964,0.742762,-255.752,-255.869,-57.0064,-49.0548,0.669556,-50.6659,-50.7715
0.171677,0.787059,2.98901,-0.0216674,0.659734,1367.48,24.2226,9.38438,2.41346,-265.168,-255.917,0.784075,-257.675,-257.81,-54.2994,-46.9769,0.620667,-48.3683,-48.4748
0.187687,0.855636,2.97828,-0.0214355,0.61664,1370.47,24.2874,9.45759,2.23252,-267.373,-257.759,0.822364,-259.441,-259.595,-51.445,-44.7938,0.568962,-45.9572,-46.064
0.2,1.17934,2.96619,-0.0206264,0.532444,1373.45,24.4402,9.52553,2.06975,-269.386,-259.44,0.857748,-261.044,-261.216,-48.4476,-42.4868,0.51407,-43.448,-43.5508
0.2,1.26537,2.95891,-0.0203219,0.491487,1376.41,24.5365,9.5726,1.96941,-271.178,-260.91,0.889587,-262.484,-262.662,-45.3192,-40.0472,0.456765,-40.8554,-40.9468
0.185266,1.72843,2.95924,-0.0192056,0.412247,1379.37,24.7573,9.58802,1.94539,-272.723,-262.151,0.916697,-263.764,-263.934,-42.0933,-37.4848,0.399583,-38.1881,-38.2621
0.157239,2.03132,2.96511,-0.0185028,0.374545,1382.33,24.8965,9.5641,1.98965,-274.018,-263.169,0.938988,-264.89,-265.038,-38.7954,-34.8215,0.34395,-35.4518,-35.5058
0.117117,2.38352,2.97458,-0.0174541,0.302796,1385.3,25.2369,9.48641,2.10346,-275.058,-263.967,0.956972,-265.868,-265.98,-35.4396,-32.0764,0.290181,-32.6528,-32.6868
0.0681801,2.48087,2.98574,-0.0170461,0.268309,1388.27,25.425,9.34737,2.27297,-275.844,-264.56,0.971102,-266.701,-266.767,-32.0447,-29.2714,0.238664,-29.7976,-29.8138
0.0150077,2.63602,2.99688,-0.0162975,0.201654,1391.26,25.8187,9.16326,2.47535,-276.403,-264.975,0.981863,-267.391,-267.406,-28.6332,-26.4266,0.18959,-26.8931,-26.8959
-0.0375365,2.71652,3.00655,-0.0159249,0.169447,1394.25,26.022,8.97522,2.70415,-276.786,-265.227,0.989715,-267.941,-267.903,-25.2259,-23.5551,0.143054,-23.9473,-23.9419
-0.085107,2.93412,3.01353,-0.0151095,0.107349,1397.26,26.4441,8.73193,2.98772,-276.955,-265.293,0.995082,-268.351,-268.266,-21.8257,-20.6648,0.0990578,-20.9692,-20.9607
-0.124475,3.08711,3.01685,-0.014645,0.0776102,1400.27,26.665,8.41503,3.33273,-276.902,-265.174,0.998343,-268.626,-268.501,-18.4454,-17.7695,0.0575372,-17.9684,-17.9613
-0.15395,3.49333,3.01569,-0.0135871,0.0210888,1403.29,27.1383,8.10942,3.70461,-276.723,-264.911,0.999831,-268.769,-268.615,-15.1014,-14.8843,0.018377,-14.9552,-14.9524
-0.173663,3.76483,3.01036,-0.0129723,-0.0054587,1406.31,27.3944,7.83394,4.0673,-276.447,-264.548,0.999828,-268.788,-268.614,-11.7976,-12.0185,-0.0185633,-11.9398,-11.943
-0.185538,4.34131,3.00571,-0.0117165,-0.054838,1409.32,27.9587,7.50703,4.41951,-276.002,-264.092,0.99857,-268.691,-268.506,-8.53973,-9.17735,-0.0534625,-8.93116,-8.94108
-0.192382,4.60132,3.00318,-0.0111366,-0.077689,1412.32,28.2675,7.17706,4.76504,-275.446,-263.548,0.996266,-268.487,-268.295,-5.32945,-6.36053,-0.0863395,-5.9325,-5.94912
-0.19628,4.6542,3.00225,-0.0100637,-0.120039,1415.33,28.9159,6.87754,5.06251,-274.82,-262.962,0.993117,-268.185,-267.99,-2.16212,-3.56064,-0.117128,-2.94469,-2.96768
-0.198453,4.6382,3.00241,-0.0095656,-0.139664,1418.33,29.236,6.59044,5.32666,-274.116,-262.326,0.989315,-267.792,-267.596,0.963522,-0.773912,-0.145793,0.0316124,0.0026793
-0.199567,4.60687,3.00317,-0.0086009,-0.175975,1421.33,29.8626,6.30281,5.5661,-273.327,-261.635,0.98504,-267.315,-267.118,4.04754,2.00223,-0.172324,2.9958,2.96141
-0.2,4.59152,3.00408,-0.0081306,-0.192702,1424.33,30.1695,6.0288,5.81782,-272.476,-260.86,0.980457,-266.761,-266.565,7.09401,4.7634,-0.196732,5.9473,5.90795
-0.2,4.56144,3.00471,-0.0072033,-0.223359,1427.34,30.7712,5.76815,6.07147,-271.569,-260.016,0.975715,-266.136,-265.94,10.1052,7.51184,-0.219044,8.88557,8.84176
-0.199783,4.54669,3.00468,-0.0067404,-0.237299,1430.34,31.0661,5.52027,6.32038,-270.612,-259.116,0.970947,-265.446,-265.252,13.0833,10.2499,-0.239293,11.8101,11.7623
-0.19967,4.51774,3.00363,-0.0058027,-0.262358,1433.35,31.6451,5.28042,6.57361,-269.609,-258.154,0.966268,-264.699,-264.506,16.0289,12.976,-0.257538,14.7204,14.669
-0.2,4.50354,3.00138,-0.0054281,-0.273586,1436.35,31.9293,5.03967,6.82472,-268.556,-257.145,0.961796,-263.901,-263.709,18.941,15.6929,-0.273767,17.616,17.5613
-0.2,4.5,2.99892,-0.0049488,-0.294248,1439.35,32.4882,4.77287,7.08926,-267.436,-256.078,0.957534,-263.057,-262.866,21.8148,18.3946,-0.288322,20.4963,20.4386
-0.19909,4.5,2.99713,-0.0047262,-0.303922,1442.35,32.764,4.46042,7.36961,-266.234,-254.956,0.953333,-262.171,-261.981,24.6479,21.0761,-0.301921,23.3613,23.3012
-0.197956,4.5,2.99591,-0.0043674,-0.322075,1445.35,33.3088,4.12886,7.66646,-264.977,-253.781,0.949152,-261.246,-261.058,27.4495,23.7361,-0.314817,26.2119,26.1496
-0.196868,4.5,2.99517,-0.004194,-0.330635,1448.34,33.5778,3.791,7.96123,-263.68,-252.573,0.945039,-260.283,-260.097,30.2241,26.3816,-0.326958,29.049,28.9846
-0.19597,4.5,2.99484,-0.0038579,-0.34673,1451.34,34.1095,3.45179,8.24554,-262.35,-251.342,0.941016,-259.286,-259.101,32.9748,29.0169,-0.338362,31.8732,31.8069
-0.195329,4.5,2.99484,-0.0036932,-0.35428,1454.33,34.3723,3.16244,8.51851,-261.036,-250.09,0.937113,-258.256,-258.073,35.7209,31.6439,-0.349027,34.6853,34.6171
-0.19496,4.5,2.99509,-0.0033676,-0.368397,1457.33,34.892,2.92522,8.77116,-259.743,-248.826,0.933353,-257.195,-257.013,38.466,34.2675,-0.358961,37.486,37.416
-0.19484,4.5,2.99554,-0.0032063,-0.374969,1460.32,35.1489,2.7439,9.00096,-258.476,-247.556,0.929759,-256.106,-255.925,41.2145,36.8904,-0.368169,40.276,40.2043
-0.194927,4.5,2.9961,-0.0028847,-0.387148,1463.32,35.6572,2.5785,9.1941,-257.198,-246.293,0.926353,-254.99,-254.81,43.9538,39.5195,-0.376657,43.056,42.9826
-0.195165,4.5,2.99674,-0.0027242,-0.392755,1466.32,35.9087,2.42557,9.36419,-255.909,-245.025,0.923153,-253.85,-253.67,46.6841,42.1517,-0.384433,45.8267,45.7517
-0.195502,4.44934,2.99738,-0.0024026,-0.403007,1469.31,36.4053,2.3013,9.50566,-254.625,-243.761,0.920176,-252.688,-252.508,49.4132,44.7907,-0.391504,48.5887,48.5122
-0.195887,4.41889,2.99799,-0.0022413,-0.40765,1472.31,36.6489,2.19679,9.63224,-253.34,-242.488,0.917439,-251.505,-251.325,52.139,47.4325,-0.397876,51.3429,51.2649
-0.196286,4.35921,2.99852,-0.0019174,-0.415966,1475.31,37.1263,2.12302,9.74198,-252.066,-241.21,0.914955,-250.303,-250.124,54.8672,50.079,-0.403557,54.0897,54.0105
-0.196676,4.32996,2.99893,-0.0017546,-0.419637,1478.31,37.3603,2.05377,9.83053,-250.781,-239.934,0.912735,-249.086,-248.907,57.5887,52.7333,-0.408553,56.83,56.7496
-0.19705,4.27257,2.99919,-0.0014277,-0.426001,1481.31,37.8195,1.99284,9.88947,-249.49,-238.668,0.91079,-247.855,-247.675,60.3058,55.4,-0.412869,59.5644,59.483
-0.197417,4.24441,2.99927,-0.0012634,-0.428692,1484.3,38.0447,1.94048,9.91772,-248.196,-237.415,0.909131,-246.611,-246.432,63.0196,58.0805,-0.416511,62.2936,62.2114
-0.1978,4.18915,2.99915,-0.0009339,-0.433086,1487.3,38.4868,1.89546,9.9246,-246.899,-236.169,0.907763,-245.358,-245.178,65.7305,60.7722,-0.419483,65.0184,64.9354
-0.198234,4.16202,2.9988,-0.0007681,-0.434788,1490.3,38.7038,1.86375,9.92709,-245.606,-234.916,0.906693,-244.096,-243.916,68.4419,63.4686,-0.421791,67.7394,67.6558
-0.198762,-12.8489,2.99821,-0.0004388,-0.437203,1493.3,38.5076,1.8451,9.93533,-244.321,-233.648,0.905928,-242.829,-242.649,71.1545,66.1663,-0.423432,70.4574,70.3732
-0.199428,-13.1196,2.99737,-0.0002657,-0.437907,1496.3,37.8345,1.83318,9.95062,-243.038,-232.368,0.905464,-241.559,-241.378,73.8665,68.8651,-0.424423,73.1731,73.0884
-0.2,-13.0851,2.99647,-0.000212,-0.438735,1499.3,36.4159,1.82696,9.97442,-241.759,-231.075,0.905329,-240.286,-240.105,76.578,71.5658,-0.424712,75.887,75.8021
-0.199063,-12.9105,2.99585,-0.0003257,-0.439272,1502.29,35.6902,1.81641,10.0094,-240.477,-229.772,0.905208,-239.013,-238.832,79.2866,74.261,-0.42497,78.5993,78.5147
-0.196917,-12.5431,2.99549,-0.0006617,-0.441208,1505.29,34.2238,1.81409,10.0514,-239.199,-228.465,0.904691,-237.736,-237.558,81.9986,76.9431,-0.426067,81.3096,81.2257
-0.194309,-12.3828,2.99535,-0.0008535,-0.442723,1508.28,33.483,1.80565,10.0949,-237.911,-227.156,0.903735,-236.455,-236.279,84.707,79.6124,-0.428093,84.0172,83.934
-0.191721,-12.1168,2.99548,-0.0012306,-0.446892,1511.28,31.9787,1.80512,10.1151,-236.622,-225.866,0.902342,-235.166,-234.993,87.4165,82.2786,-0.43102,86.7211,86.6384
-0.189632,-12.0087,2.99591,-0.0014199,-0.449542,1514.28,31.2118,1.81858,10.111,-235.334,-224.592,0.900502,-233.867,-233.697,90.1288,84.9412,-0.434851,89.4205,89.338
-0.188507,-11.8455,2.99669,-0.0018008,-0.455981,1517.27,29.6394,1.84922,10.0754,-234.048,-223.338,0.898206,-232.557,-232.387,92.8445,87.6027,-0.439575,92.1145,92.0316
