 alpha_m, ax_racetraj_mps2, kappa_racetraj_radpm, psi_racetraj_rad, s_racetraj_m, vx_racetraj_mps, width_left_m, width_right_m, x_normvec_m, y_normvec_m, y_ref_m,delta_s,x_bound_l,x_bound_r,x_raceline,x_ref_m,y_bound_l,y_bound_r,y_raceline
-0.0318586,-6.67463,0.0026592,2.88234,248.827,50.6553,6.64647,4.97739,-0.967917,0.25127,-69.3744,2.99878,-17.0071,-28.258,-23.4095,-23.4403,-71.0444,-68.1237,-69.3824
-0.0081497,-6.85107,0.0026177,2.88761,251.825,50.3913,6.3174,5.12673,-0.969899,0.243506,-72.28,2.99949,-18.0549,-29.1546,-24.1742,-24.1822,-73.8183,-71.0316,-72.282
0.0156218,-7.20388,0.0025341,2.89791,254.825,49.8379,5.97916,5.28428,-0.971751,0.236008,-75.1919,3.00015,-19.0909,-30.0362,-24.9164,-24.9012,-76.603,-73.9448,-75.1882
0.0391433,-7.37966,0.0024923,2.90293,257.825,49.5482,5.64111,5.44397,-0.973479,0.228779,-78.1096,3.00072,-20.1068,-30.8979,-25.6364,-25.5983,-79.4002,-76.8642,-78.1007
0.0621085,-7.73119,0.0024077,2.91272,260.826,48.9421,5.30687,5.61507,-0.975088,0.221818,-81.0328,3.00121,-21.0995,-31.7494,-26.3347,-26.2742,-82.2099,-79.7873,-81.019
0.0842186,-7.90606,0.0023652,2.91749,263.827,48.6254,4.98762,5.78154,-0.976586,0.215126,-83.9609,3.00157,-22.0588,-32.5758,-27.0119,-26.9297,-85.0339,-82.7172,-83.9428
0.105183,-8.2553,0.0022791,2.92677,266.829,47.9638,4.68102,5.93224,-0.977979,0.208705,-86.8937,3.0018,-22.9876,-33.3671,-27.6684,-27.5655,-87.8706,-85.6556,-86.8717
0.124721,-8.42862,0.0022358,2.93129,269.83,47.6186,4.38394,6.07648,-0.979271,0.202555,-89.8306,3.00189,-23.8895,-34.1331,-28.3047,-28.1826,-90.7185,-88.5997,-89.8053
0.142561,-8.77385,0.0021481,2.94005,272.832,46.8985,4.09803,6.23814,-0.980469,0.196675,-92.7712,3.00181,-24.7635,-34.8978,-28.9213,-28.7815,-93.5772,-91.5443,-92.7432
0.158443,-8.94458,0.002104,2.9443,275.834,46.5231,3.82435,6.41919,-0.981577,0.191067,-95.7152,3.00154,-25.6094,-35.6642,-29.5188,-29.3633,-96.4459,-94.4887,-95.6849
0.172114,-9.2835,0.0020147,2.95253,278.836,45.7408,3.55464,6.61888,-0.982601,0.185729,-98.6621,3.00109,-26.4357,-36.4322,-30.0976,-29.9285,-99.3223,-97.4327,-98.6301
