x_ref_m; y_ref_m; width_right_m; width_left_m; x_normvec_m; y_normvec_m; alpha_m; s_racetraj_m; psi_racetraj_rad; kappa_racetraj_radpm; vx_racetraj_mps; ax_racetraj_mps2
26.4938393; 73.3537013; 1.2701767; 0.8048233; -0.5605701; -0.8281070; 0.0936851; 330.6777783; -2.2258788; -0.0223139; 8.0694406; 5.5854766
27.3204418; 72.7700032; 1.3317178; 0.7432822; -0.5921898; -0.8057985; 0.1502710; 331.6866004; -2.2523700; -0.0157521; 8.9901926; 5.5609213
28.1260484; 72.1562205; 1.4118364; 0.6631636; -0.6190417; -0.7853581; 0.1868364; 332.6943834; -2.2623933; -0.0128786; 9.4132174; 5.5524954
28.9133319; 71.5165373; 1.4064059; 0.6685941; -0.6413815; -0.7672221; 0.2042537; 333.7033200; -2.2767982; -0.0078935; 10.2079431; 5.5556867
29.6849651; 70.8551377; 1.4288493; 0.6461507; -0.6594792; -0.7517228; 0.2038497; 334.7147607; -2.2815891; -0.0057971; 10.5820542; 5.5081472
30.4436208; 70.1762055; 1.3768099; 0.6981901; -0.6735888; -0.7391063; 0.1874370; 335.7292745; -2.2872583; -0.0024886; 11.2890568; 5.5390230
31.1919719; 69.4839249; 1.3610043; 0.7139957; -0.6839290; -0.7295486; 0.1573657; 336.7467312; -2.2885464; -0.0011934; 11.6274350; 5.4770478
31.9326912; 68.7824798; 1.2794239; 0.7955761; -0.6906669; -0.7231730; 0.1165492; 337.7664040; -2.2888637; 0.0006279; 12.2708672; 5.5301458
32.6684516; 68.0760542; 1.2456093; 0.8293907; -0.6939207; -0.7200514; 0.0684196; 338.7870937; -2.2881740; 0.0013448; 12.5823764; 5.4695074
33.4019258; 67.3688322; 1.1551775; 0.9198225; -0.6937098; -0.7202546; 0.0166970; 339.8072926; -2.2868891; 0.0023273; 12.8830632; 5.5001688
34.1357864; 66.6649972; 1.0993752; 0.9590456; -0.6901194; -0.7236956; -0.0351601; 340.8253753; -2.2820018; 0.0045170; 13.4688801; 5.4970982
34.8721275; 65.9677527; 1.0404036; 1.0345964; -0.6850673; -0.7284798; -0.0844857; 341.8402361; -2.2793595; 0.0030264; 13.7515992; 5.5109247
35.6112523; 65.2772673; 1.0202632; 1.0547368; -0.6802602; -0.7329707; -0.1296133; 342.8520118; -2.2764021; 0.0014998; 14.3028326; 5.5224759
36.3531180; 64.5931236; 0.9500373; 1.1214872; -0.6756295; -0.7372413; -0.1697892; 343.8610367; -2.2754796; 0.0011351; 14.5705970; 5.5174215
37.0976822; 63.9149045; 0.9443017; 1.1306983; -0.6712057; -0.7412711; -0.2047670; 344.8676776; -2.2743462; 0.0004970; 15.0923612; 5.5404072
37.8449021; 63.2421929; 0.8653585; 1.1645179; -0.6669919; -0.7450650; -0.2344254; 345.8722957; -2.2741057; 0.0001899; 15.3471739; 5.5172462
38.5947351; 62.5745714; 0.8916062; 1.1833938; -0.6629978; -0.7486213; -0.2586756; 346.8752472; -2.2742191; -0.0003291; 15.8432137; 5.5486380
39.3471388; 61.9116228; 0.8997884; 1.1752116; -0.6592308; -0.7519406; -0.2774823; 347.8768803; -2.2745249; -0.0005433; 16.0864950; 5.5135125
40.1020703; 61.2529301; 0.8504666; 1.2074333; -0.6556981; -0.7550232; -0.2908871; 348.8775352; -2.2749584; -0.0006952; 16.3246455; 5.5249948
40.8594873; 60.5980759; 0.8770448; 1.1979552; -0.6524061; -0.7578696; -0.2990229; 349.8775414; -2.2760783; -0.0008746; 16.7922657; 5.5175412
41.6193469; 59.9466431; 0.8794104; 1.1810557; -0.6493606; -0.7604806; -0.3021169; 350.8772158; -2.2767035; -0.0009116; 17.0207096; 4.8259687
42.3816067; 59.2982145; 0.8702147; 1.2047853; -0.6465669; -0.7628573; -0.3004634; 351.8768617; -2.2779760; -0.0008746; 17.3756846; 2.3220844
43.1462240; 58.6523728; 0.8997120; 1.1752880; -0.6440296; -0.7650006; -0.2944310; 352.8767669; -2.2785564; -0.0007835; 17.4689797; -0.2277983
43.9131563; 58.0087008; 0.8469697; 1.1660494; -0.6417524; -0.7669119; -0.2844793; 353.8772042; -2.2795039; -0.0005978; 17.3837908; -3.5253099
44.6823608; 57.3667814; 0.9132908; 1.1617092; -0.6397388; -0.7685924; -0.2710868; 354.8784311; -2.2799130; -0.0005689; 17.2412549; -5.7687445
45.4537951; 56.7261974; 0.9515216; 1.1234784; -0.6379913; -0.7700436; -0.2546818; 355.8806934; -2.2802615; -0.0004271; 17.0054352; -6.3294922
46.2274164; 56.0865315; 0.9354687; 1.1367314; -0.6365120; -0.7712668; -0.2358278; 356.8842231; -2.2804983; 0.0001093; 16.4596057; -6.8400409
47.0031822; 55.4473666; 0.9794221; 1.0955779; -0.6353021; -0.7722637; -0.2152286; 357.8892390; -2.2804076; 0.0001498; 16.1661003; -6.8380710
47.7810499; 54.8082853; 0.9485206; 1.0866968; -0.6343625; -0.7730357; -0.1933076; 358.8959575; -2.2803494; -0.0001047; 15.5642275; -6.7890272
48.5609769; 54.1688706; 1.0134595; 1.0615405; -0.6336932; -0.7735845; -0.1702330; 359.9045957; -2.2804634; -0.0002208; 15.2558439; -6.7966094
49.3429206; 53.5287053; 1.0618020; 1.0131980; -0.6332936; -0.7739116; -0.1461806; 360.9153675; -2.2808640; -0.0003151; 14.6209210; -6.7146273
50.1268383; 52.8873720; 1.0487404; 1.0214796; -0.6331628; -0.7740186; -0.1214130; 361.9284822; -2.2810748; -0.0002871; 14.2958415; -6.7430557
50.9126875; 52.2444537; 1.0977735; 0.9772265; -0.6332990; -0.7739072; -0.0963135; 362.9441447; -2.2813245; -0.0000496; 13.6219720; -6.6400353
51.7004255; 51.5995331; 1.0639611; 0.9597679; -0.6337001; -0.7735788; -0.0713807; 363.9625565; -2.2813058; 0.0001020; 13.2763813; -6.6779895
52.4900097; 50.9521930; 1.1358972; 0.9391028; -0.6343625; -0.7730357; -0.0471735; 364.9839187; -2.2811889; 0.0002320; 12.9194948; -6.6341723
53.2813976; 50.3020162; 1.1819229; 0.8930771; -0.6352858; -0.7722772; -0.0242142; 366.0084371; -2.2807779; 0.0003083; 12.1830098; -6.5976600
54.0745465; 49.6485854; 1.1693376; 0.9019594; -0.6364552; -0.7713136; -0.0028847; 367.0363247; -2.2805896; 0.0002302; 11.7978485; -6.5691724
54.8694138; 48.9914836; 1.2141224; 0.8608776; -0.6379067; -0.7701137; 0.0165610; 368.0678027; -2.2803523; 0.0003440; 10.9953688; -6.5133525
55.6659569; 48.3302935; 1.1926498; 0.8645068; -0.6394853; -0.7688033; 0.0335056; 369.1030972; -2.2796309; 0.0017137; 10.5725903; -6.5018471
56.4641166; 47.6645942; 1.2403262; 0.8346738; -0.6417753; -0.7668927; 0.0458078; 370.1423838; -2.2754597; 0.0036787; 9.6795591; -6.4405316
57.2601270; 46.9931444; 1.2737540; 0.8012460; -0.6492152; -0.7606048; 0.0487541; 371.1833073; -2.2734291; 0.0021277; 9.2020292; -6.4949297
58.0418683; 46.3128540; 1.2358426; 0.8391574; -0.6650294; -0.7468172; 0.0347463; 372.2188378; -2.2760291; -0.0071998; 8.1672451; -6.1824350
58.7960774; 45.6203796; 1.2249367; 0.8500633; -0.6889825; -0.7247780; -0.0000633; 373.2427978; -2.2836875; -0.0147688; 7.6189695; -5.6726676
59.5094908; 44.9123781; 1.1169003; 0.9532728; -0.7211873; -0.6927402; -0.0560036; 374.2508156; -2.3187879; -0.0382406; 6.5657058; -4.2040901
60.1688454; 44.1855060; 1.0168734; 1.0581266; -0.7613906; -0.6482934; -0.1296419; 375.2406776; -2.3521259; -0.0574460; 6.1010582; -3.1074432
60.7608779; 43.4364201; 0.8486559; 1.2263441; -0.8085707; -0.5883990; -0.2103888; 376.2121502; -2.4015024; -0.0840683; 5.7334630; -2.5969855
61.2723249; 42.6617772; 0.6527519; 1.4222481; -0.8606746; -0.5091554; -0.2818481; 377.1670479; -2.5603940; -0.1436089; 5.1092856; -2.1162086
61.6921455; 41.8582720; 0.5243680; 1.5543208; -0.9098487; -0.4149403; -0.3256320; 378.1077773; -2.6698345; -0.1692976; 4.8106320; -0.6779162
62.0203182; 41.0227887; 0.5798775; 1.3192555; -0.9489157; -0.3155297; -0.3221244; 379.0410267; -2.9125870; -0.1701342; 4.6590609; -0.1543306
62.2602306; 40.1522699; 0.7341678; 1.2747209; -0.9763349; -0.2162643; -0.2663329; 379.9769580; -3.0281162; -0.1569308; 4.6358161; 0.5623258
62.4152711; 39.2436582; 0.9348383; 1.1533658; -0.9925827; -0.1215716; -0.1643371; 380.9256750; -3.1269471; -0.1257684; 4.7199605; 1.7587409
62.4888286; 38.2938963; 1.0449105; 0.9602895; -0.9993890; -0.0349506; -0.0383109; 381.8957921; 3.0245864; -0.0655643; 5.3559040; 4.0211956
62.4842914; 37.2999269; 1.1174915; 0.8877085; -0.9991282; 0.0417476; 0.0855277; 382.8959359; 2.9864325; -0.0433071; 5.8579214; 5.3165465
62.4050484; 36.2586925; 1.1939217; 0.8112783; -0.9942047; 0.1075037; 0.1873764; 383.9363494; 2.9615770; -0.0285405; 6.4620604; 5.3348994
62.2542312; 35.1699340; 1.2044038; 0.8123191; -0.9861445; 0.1658885; 0.2533694; 385.0245603; 2.9363261; -0.0100591; 7.5207233; 0.9086430
62.0329076; 34.0558818; 1.2315282; 0.8133726; -0.9745728; 0.2240713; 0.2692259; 386.1449956; 2.9259025; -0.0067988; 7.5040168; -4.2077992
61.7411511; 32.9496017; 1.2235802; 0.7637568; -0.9579379; 0.2869757; 0.2246024; 387.2739512; 2.9200260; -0.0100271; 7.1006686; -5.2857480
61.3790288; 31.8842286; 1.2173327; 0.8625397; -0.9334670; 0.3586633; 0.1187619; 388.3913596; 2.8929830; -0.0311485; 5.9556583; -5.4432137
60.9466076; 30.8928975; 1.1207719; 0.9175989; -0.8959872; 0.4440799; -0.0396757; 389.4811967; 2.8659632; -0.0462006; 5.2772676; -4.1895930
60.4439546; 30.0087435; 0.9693992; 1.1184498; -0.8361405; 0.5485153; -0.2325374; 390.5335028; 2.7407436; -0.1529383; 4.1674613; -2.7082047
59.8711370; 29.2649016; 0.8039175; 1.2499650; -0.7367216; 0.6761961; -0.3999650; 391.5403733; 2.5969259; -0.2609953; 3.6846086; -2.0362781
59.2330262; 28.6961840; 0.7065719; 1.3684281; -0.5773428; 0.8165019; -0.4647697; 392.4941273; 2.0956130; -0.4298166; 2.9894841; -0.3027321
58.5637632; 28.3476198; 0.5155328; 1.5108807; -0.3143397; 0.9493106; -0.4153902; 393.3843009; 1.8080479; -0.4036538; 2.9177390; -0.4645691
57.9085100; 28.2680850; 0.4858773; 1.4541280; 0.1213074; 0.9926150; -0.3641227; 394.2206586; 1.4929370; -0.4895042; 2.8040720; -0.5309055
57.3124476; 28.5064605; 0.6430920; 1.4472017; 0.5867808; 0.8097458; -0.3714653; 395.0543894; 1.1174785; -0.5955733; 2.6682523; -1.7484591
56.8060654; 29.0833470; 0.8001057; 1.2692943; 0.8432520; 0.5375184; -0.3781110; 395.9679073; 0.4884046; -0.2858376; 1.6578936; -0.0475125
56.3685918; 29.9206718; 0.8865973; 1.1666537; 0.9143859; 0.4048438; -0.3166537; 396.9697867; 0.3289809; -0.1720119; 1.6377104; 1.2239977
55.9680819; 30.9188542; 0.9429874; 1.1046730; 0.9361031; 0.3517258; -0.1767432; 398.0697577; 0.2108396; -0.0178697; 2.6324625; 2.3747364
55.5746585; 31.9833756; 0.9667010; 1.0657637; 0.9383821; 0.3455996; -0.0142209; 399.2171987; 0.2136972; 0.0255573; 3.2022505; 3.2781469
55.1721587; 33.0532872; 1.0761664; 1.0203073; 0.9321328; 0.3621167; 0.1203531; 400.3694777; 0.2642763; 0.0354137; 4.5352236; 3.1308106
54.7500020; 34.0813054; 1.0832635; 0.9480738; 0.9155980; 0.4020950; 0.2332635; 401.4945653; 0.3442950; 0.0818114; 5.0614142; -3.2560315
54.2976239; 35.0201864; 1.2748711; 0.8110781; 0.8813693; 0.4724280; 0.3212904; 402.5628377; 0.4124379; 0.1162080; 4.5890720; -2.6653533
53.8044603; 35.8226864; 1.3823078; 0.6061471; 0.8120476; 0.5835912; 0.3774251; 403.5535649; 0.6715751; 0.2852778; 3.6918324; -2.2673917
53.2599469; 36.4415617; 1.5963296; 0.4629183; 0.6646563; 0.7471493; 0.3870817; 404.4652541; 0.9236883; 0.4255759; 3.2334743; -0.6874667
52.6535194; 36.8295684; 1.3968287; 0.5443150; 0.3682410; 0.9297304; 0.3402423; 405.3177766; 1.2491855; 0.5225059; 3.0810593; -0.3860756
51.9778690; 36.9513012; 1.2446723; 0.6439375; -0.0055318; 0.9999847; 0.2817269; 406.1298720; 1.5863493; 0.4195129; 2.9920618; -0.2174658
51.2414481; 36.8286680; 1.2710001; 0.7849813; -0.2914724; 0.9565792; 0.2362839; 406.9557480; 1.8394462; 0.3107947; 2.9407464; -0.1065967
50.4574720; 36.5008973; 1.0959019; 0.9790981; -0.4609724; 0.8874145; 0.1844104; 407.8474364; 2.1623411; 0.1619831; 2.9852074; 1.0197388
49.6391573; 36.0072214; 0.9717680; 1.1032320; -0.5613677; 0.8275665; 0.1045622; 408.8243908; 2.2492894; 0.0892048; 3.2154412; 4.9047844
48.7997203; 35.3868727; 0.8717633; 1.2032367; -0.6214060; 0.7834888; 0.0217633; 409.8765371; 2.3161991; 0.0223041; 4.9926215; 5.2729623
47.9523777; 34.6790834; 0.8827335; 1.1922665; -0.6572674; 0.7536574; -0.0381796; 410.9819881; 2.3297765; 0.0165739; 5.6840334; 4.9532227
47.1103457; 33.9230859; 0.8765118; 1.1984882; -0.6763678; 0.7365641; -0.0777385; 412.1128764; 2.3408340; 0.0004061; 6.8109307; 5.0053734
46.2853845; 33.1553078; 0.9452752; 1.1297248; -0.6852415; 0.7283159; -0.1005179; 413.2390039; 2.3402439; -0.0021104; 7.3072654; 5.0527895
45.4783717; 32.3912218; 0.9693777; 1.1056223; -0.6891216; 0.7246457; -0.1100224; 414.3498372; 2.3345330; -0.0058891; 8.2283074; 5.0967420
44.6852607; 31.6368189; 1.0511893; 1.0238107; -0.6884835; 0.7252520; -0.1095605; 415.4445371; 2.3217973; -0.0128505; 8.9717976; 2.8018829
43.9019810; 30.8980430; 1.0742307; 1.0007693; -0.6829387; 0.7304757; -0.1008635; 416.5220948; 2.3111934; -0.0175737; 9.1878012; -1.3233701
43.1244619; 30.1808384; 1.1407039; 0.9342961; -0.6721441; 0.7404203; -0.0842961; 417.5813831; 2.2811713; -0.0257722; 8.9047921; -3.3089981
42.3486326; 29.4911493; 1.1345129; 0.9404871; -0.6555530; 0.7551491; -0.0611855; 418.6213396; 2.2613041; -0.0312119; 8.6407661; -2.7742886
41.5704225; 28.8349197; 1.1575855; 0.9174145; -0.6324746; 0.7745811; -0.0320813; 419.6411595; 2.2092301; -0.0428378; 8.2029880; -2.2300545
40.7857609; 28.2180940; 1.1487508; 0.9262492; -0.6020745; 0.7984399; 0.0024356; 420.6404633; 2.1774858; -0.0479838; 8.0104315; -1.9777821
39.9905771; 27.6466161; 1.1033754; 0.9798342; -0.5634328; 0.8261619; 0.0397203; 421.6194722; 2.1428991; -0.0506799; 7.8356994; -1.8359864
39.1808005; 27.1264304; 1.0576790; 1.0170345; -0.5156438; 0.8568030; 0.0748081; 422.5794062; 2.0654071; -0.0599725; 7.5288644; -1.0018467
38.3523603; 26.6634809; 1.0230133; 1.0664557; -0.4580180; 0.8889429; 0.1038777; 423.5230807; 2.0228236; -0.0618060; 7.4351361; -0.4214542
37.5011859; 26.2637118; 0.9705390; 1.0988610; -0.3902363; 0.9207148; 0.1205390; 424.4553231; 1.9796351; -0.0612383; 7.3953518; -0.3185970
36.6232066; 25.9330673; 0.9957217; 1.0756226; -0.3130091; 0.9497501; 0.1170735; 425.3838348; 1.8920910; -0.0665929; 7.3391478; -0.2710928
35.7143516; 25.6774915; 1.0068040; 1.0338561; -0.2268311; 0.9739341; 0.0901173; 426.3192354; 1.8425718; -0.0742572; 7.3132462; -0.2697982
34.7708611; 25.5023347; 0.9561748; 1.0590924; -0.1397066; 0.9901929; 0.0420248; 427.2743568; 1.7904805; -0.0746574; 7.2873769; -0.2658718
33.7940355; 25.4032732; 0.9740566; 1.0687232; -0.0653294; 0.9978638; -0.0190058; 428.2573150; 1.6916485; -0.0650857; 7.2429538; 0.0962387
32.7892931; 25.3681116; 0.9903376; 1.1690624; -0.0072612; 0.9999736; -0.0818969; 429.2676454; 1.6477996; -0.0604376; 7.2522486; 0.7656299
31.7621717; 25.3844258; 0.9672300; 1.0379700; 0.0365641; 0.9993313; -0.1367441; 430.3012130; 1.5713954; -0.0479867; 7.4512320; 2.2344306
30.7182093; 25.4397918; 1.0135978; 1.0272017; 0.0671962; 0.9977398; -0.1772016; 431.3522871; 1.5405436; -0.0402905; 7.6582624; 3.2006656
29.6629436; 25.5217854; 1.0625853; 1.0858147; 0.0857685; 0.9963151; -0.2009285; 432.4145508; 1.4944197; -0.0256668; 8.2789457; 4.8423330
28.6019126; 25.6179827; 1.0005720; 1.0620380; 0.0929624; 0.9956696; -0.2073332; 433.4814456; 1.4790208; -0.0183710; 8.6787119; 2.3881654
27.5406542; 25.7159597; 0.9898546; 1.1320848; 0.0890522; 0.9960270; -0.1968226; 434.5464915; 1.4632759; -0.0042198; 8.8986801; -3.6294981
26.4847061; 25.8032922; 0.8632857; 1.1419143; 0.0738605; 0.9972686; -0.1698855; 435.6036196; 1.4626412; 0.0024498; 8.6084456; -5.4283996
25.4396063; 25.8675562; 0.7990199; 1.2061801; 0.0467692; 0.9989057; -0.1256813; 436.6476685; 1.4738549; 0.0142612; 7.6399628; -5.0232139
24.4108926; 25.8963276; 0.9249489; 1.2344511; 0.0067611; 0.9999771; -0.0621379; 437.6750865; 1.4877761; 0.0256420; 7.1649637; -4.0981476
23.4041029; 25.8771825; 0.8669737; 1.1382263; -0.0474835; 0.9988720; 0.0169735; 438.6841157; 1.5455998; 0.0585579; 6.3862501; -2.7670782
22.4247751; 25.7976967; 0.9714336; 1.0596378; -0.1172523; 0.9931022; 0.1032542; 439.6749392; 1.5928428; 0.0767554; 6.0753910; -2.2955705
21.4784470; 25.6454462; 1.1018336; 0.9060221; -0.2034765; 0.9790798; 0.1892114; 440.6504677; 1.7264677; 0.1162311; 5.5429808; -1.9796463
20.5706562; 25.4080079; 1.1904090; 0.8184622; -0.3050104; 0.9523490; 0.2682011; 441.6167104; 1.8162741; 0.1391778; 5.2870785; -1.7096192
19.7052577; 25.0770235; 1.3020381; 0.6926144; -0.4072124; 0.9133335; 0.3271371; 442.5783502; 1.9171252; 0.1491191; 5.0556692; -0.7138229
18.8805595; 24.6575380; 1.4706994; 0.5484262; -0.4969063; 0.8678042; 0.3488951; 443.5386850; 2.1297063; 0.1503140; 4.9084011; -0.2860600
18.0937277; 24.1573548; 1.5698867; 0.5271194; -0.5732706; 0.8193661; 0.3228806; 444.5026068; 2.2328101; 0.1441937; 4.8674354; 0.6086853
17.3419286; 23.5842774; 1.3179275; 0.7570725; -0.6366032; 0.7711915; 0.2495942; 445.4741030; 2.3227920; 0.1129671; 4.9541968; 1.9142919
16.6223284; 22.9461094; 1.1024174; 0.9871915; -0.6881458; 0.7255724; 0.1519503; 446.4549501; 2.4398396; 0.0568012; 5.6437765; 5.1621718
15.9320932; 22.2506543; 0.9350804; 1.1399196; -0.7294896; 0.6839919; 0.0553203; 447.4457627; 2.4731679; 0.0385593; 6.2513259; 5.5229556
15.2683892; 21.5057155; 0.8352659; 1.2536122; -0.7622507; 0.6472819; -0.0249364; 448.4475426; 2.5116704; 0.0192753; 7.4032026; 5.6388443
14.6283827; 20.7190966; 0.7667215; 1.3082785; -0.7878791; 0.6158300; -0.0832785; 449.4611725; 2.5232283; 0.0137614; 7.9184340; 5.4642801
14.0092399; 19.8986011; 0.7557906; 1.3412228; -0.8075828; 0.5897542; -0.1190075; 450.4864045; 2.5369853; 0.0063970; 8.8345909; 5.4918949
13.4081269; 19.0520324; 0.7616049; 1.3317133; -0.8223132; 0.5690351; -0.1334373; 451.5215815; 2.5404671; 0.0035597; 9.2595065; 5.3545552
12.8222099; 18.1871942; 0.7860012; 1.2889988; -0.8327788; 0.5536060; -0.1289292; 452.5637694; 2.5424520; -0.0004962; 10.0398602; 5.4275816
12.2486552; 17.3118898; 0.8401089; 1.2406360; -0.8394652; 0.5434134; -0.1087330; 453.6089865; 2.5415386; -0.0021151; 10.4113986; 5.3528271
11.6846289; 16.4339229; 0.8978364; 1.1813370; -0.8426570; 0.5384508; -0.0768108; 454.6524399; 2.5363464; -0.0054609; 10.9488198; 8.0385671
